,,,,,,,,,∑Áœ’µ»º∂,id
112.965083,24.815107,1245.122283,50.98717391,18.35081522,0.639807959,0.777180272,0.221095514,0.546027915,1,173
112.875224,24.823577,1036.081522,48.92195652,21.90190217,0.004131685,0.540667712,0.799760882,0.44818676,0,174
112.888061,24.823577,1046.714674,49.75695652,21.52228261,0.036466252,0.636293475,0.73790019,0.470219973,0,175
112.900898,24.823577,1117.442935,49.55967391,20.22771739,0.25154525,0.613700301,0.526945047,0.464063533,0,176
112.913735,24.823577,1178.383152,50.03630435,19.27744565,0.436859589,0.66828491,0.372094053,0.492412851,0,177
112.926572,24.823577,1251.595109,49.77413043,18.2201087,0.659491307,0.638260263,0.199796307,0.499182626,0,178
112.939409,24.823577,1289.429348,49.52521739,17.66875,0.774542209,0.609754276,0.109949962,0.498082149,0,179
112.952246,24.823577,1300.361413,49.64293478,17.56956522,0.807785747,0.623235492,0.093787362,0.508269534,0,180
112.965083,24.823577,1246.36413,48.68184783,18.33804348,0.643584319,0.513170015,0.219014303,0.458589546,0,181
112.888061,24.832047,1040.682065,49.85413043,21.57826087,0.018121571,0.647422013,0.747022096,0.470855227,0,182
112.900898,24.832047,1125.605978,49.46434783,20.05951087,0.276368414,0.602783379,0.499535048,0.459562281,0,183
112.913735,24.832047,1158.334239,50.86380435,19.5576087,0.375892444,0.763051759,0.417747863,0.518897355,1,184
112.888061,24.840517,1034.722826,50.16434783,21.73070652,0,0.682948689,0.771863791,0.484937494,0,185
112.888061,24.848987,1034.722826,50.29934783,21.73070652,0,0.698409142,0.771863791,0.490090978,0,186
